Store,Store_Name,Date,Weekly_Sales
1,Alaska,6/15/2012 0:00,1630607
1,Alaska,6/22/2012 0:00,1527845.81
1,Alaska,6/29/2012 0:00,1540421.49
1,Alaska,7/6/2012 0:00,1769854.16
1,Alaska,7/13/2012 0:00,1527014.04
1,Alaska,7/20/2012 0:00,1497954.76
1,Alaska,7/27/2012 0:00,1439123.71
1,Alaska,8/3/2012 0:00,1631135.79
1,Alaska,8/10/2012 0:00,1592409.97
1,Alaska,8/17/2012 0:00,1597868.05
1,Alaska,8/24/2012 0:00,1494122.38
1,Alaska,8/31/2012 0:00,1582083.4
1,Alaska,9/7/2012 0:00,1661767.33
1,Alaska,9/14/2012 0:00,1517428.87
1,Alaska,9/21/2012 0:00,1506126.06
1,Alaska,9/28/2012 0:00,1437059.26
1,Alaska,10/5/2012 0:00,1670785.97
1,Alaska,10/12/2012 0:00,1573072.81
1,Alaska,10/19/2012 0:00,1508068.77
1,Alaska,10/26/2012 0:00,1493659.74
2,Alabama,2/5/2010 0:00,2136989.46
2,Alabama,2/12/2010 0:00,2137809.5
2,Alabama,2/19/2010 0:00,2124451.54
2,Alabama,2/26/2010 0:00,1865097.27
2,Alabama,3/5/2010 0:00,1991013.13
2,Alabama,3/12/2010 0:00,1990483.78
2,Alabama,3/19/2010 0:00,1946070.88
2,Alabama,3/26/2010 0:00,1750197.81
2,Alabama,4/2/2010 0:00,2066187.72
2,Alabama,4/9/2010 0:00,1954689.21
2,Alabama,4/16/2010 0:00,1874957.94
2,Alabama,4/23/2010 0:00,1821990.93
2,Alabama,4/30/2010 0:00,1802450.29
2,Alabama,5/7/2010 0:00,2042581.71
2,Alabama,5/14/2010 0:00,1880752.36
2,Alabama,5/21/2010 0:00,1896937.1
2,Alabama,5/28/2010 0:00,1957113.89
2,Alabama,6/4/2010 0:00,2102539.93
2,Alabama,6/11/2010 0:00,2025538.76
2,Alabama,6/18/2010 0:00,2001636.96
2,Alabama,6/25/2010 0:00,1939927.09
2,Alabama,7/2/2010 0:00,2003940.64
2,Alabama,7/9/2010 0:00,1880902.62
2,Alabama,7/16/2010 0:00,1845879.79
2,Alabama,7/23/2010 0:00,1781717.71
2,Alabama,7/30/2010 0:00,1804246.16
2,Alabama,8/6/2010 0:00,1991909.98
2,Alabama,8/13/2010 0:00,1895601.05
2,Alabama,8/20/2010 0:00,1964335.23
2,Alabama,8/27/2010 0:00,1863840.49
2,Alabama,9/3/2010 0:00,1904608.09
2,Alabama,9/10/2010 0:00,1839128.83
2,Alabama,9/17/2010 0:00,1793903.6
2,Alabama,9/24/2010 0:00,1724557.22
2,Alabama,10/1/2010 0:00,1827440.43
2,Alabama,10/8/2010 0:00,1849921.44
2,Alabama,10/15/2010 0:00,1794355.49
2,Alabama,10/22/2010 0:00,1737947.64
2,Alabama,10/29/2010 0:00,1802755.11
2,Alabama,11/5/2010 0:00,1939061.41
2,Alabama,11/12/2010 0:00,1916812.74
2,Alabama,11/19/2010 0:00,1956739.17
2,Alabama,11/26/2010 0:00,2658725.29
2,Alabama,12/3/2010 0:00,2015781.27
2,Alabama,12/10/2010 0:00,2378726.55
2,Alabama,12/17/2010 0:00,2609166.75
2,Alabama,12/24/2010 0:00,3436007.68
2,Alabama,12/31/2010 0:00,1750434.55
2,Alabama,1/7/2011 0:00,1758050.79
2,Alabama,1/14/2011 0:00,1744193.58
2,Alabama,1/21/2011 0:00,1751384.9
2,Alabama,1/28/2011 0:00,1695371.68
2,Alabama,2/4/2011 0:00,1929346.23
2,Alabama,2/11/2011 0:00,2168041.61
2,Alabama,2/18/2011 0:00,2080884.82
2,Alabama,2/25/2011 0:00,1833511.08
2,Alabama,3/4/2011 0:00,1981607.78
2,Alabama,3/11/2011 0:00,1879107.31
2,Alabama,3/18/2011 0:00,1902557.66
2,Alabama,3/25/2011 0:00,1766162.05
2,Alabama,4/1/2011 0:00,1800171.36
2,Alabama,4/8/2011 0:00,1847552.61
2,Alabama,4/15/2011 0:00,1856467.84
2,Alabama,4/22/2011 0:00,1886339.6
2,Alabama,4/29/2011 0:00,1745545.28
2,Alabama,5/6/2011 0:00,1837743.6
2,Alabama,5/13/2011 0:00,1838513.07
2,Alabama,5/20/2011 0:00,1688281.86
2,Alabama,5/27/2011 0:00,1797732.56
2,Alabama,6/3/2011 0:00,1933756.21
2,Alabama,6/10/2011 0:00,1929153.16
2,Alabama,6/17/2011 0:00,1953771.99
2,Alabama,6/24/2011 0:00,1790925.8
2,Alabama,7/1/2011 0:00,1866243
2,Alabama,7/8/2011 0:00,1853161.99
2,Alabama,7/15/2011 0:00,1785187.29
2,Alabama,7/22/2011 0:00,1743816.41
2,Alabama,7/29/2011 0:00,1680693.06
2,Alabama,8/5/2011 0:00,1876704.26
2,Alabama,8/12/2011 0:00,1812768.26
2,Alabama,8/19/2011 0:00,1844094.59
2,Alabama,8/26/2011 0:00,1821139.91
2,Alabama,9/2/2011 0:00,1809119.7
2,Alabama,9/9/2011 0:00,1748000.65
2,Alabama,9/16/2011 0:00,1691439.52
2,Alabama,9/23/2011 0:00,1669299.78
2,Alabama,9/30/2011 0:00,1650394.44
2,Alabama,10/7/2011 0:00,1837553.43
2,Alabama,10/14/2011 0:00,1743882.19
2,Alabama,10/21/2011 0:00,1834680.25
2,Alabama,10/28/2011 0:00,1769296.25
2,Alabama,11/4/2011 0:00,1959707.9
2,Alabama,11/11/2011 0:00,1920725.15
2,Alabama,11/18/2011 0:00,1902762.5
2,Alabama,11/25/2011 0:00,2614202.3
2,Alabama,12/2/2011 0:00,1954952
2,Alabama,12/9/2011 0:00,2290549.32
2,Alabama,12/16/2011 0:00,2432736.52
2,Alabama,12/23/2011 0:00,3224369.8
2,Alabama,12/30/2011 0:00,1874226.52
2,Alabama,1/6/2012 0:00,1799520.14
2,Alabama,1/13/2012 0:00,1744725.48
2,Alabama,1/20/2012 0:00,1711769.11
2,Alabama,1/27/2012 0:00,1660906.14
2,Alabama,2/3/2012 0:00,1935299.94
2,Alabama,2/10/2012 0:00,2103322.68
2,Alabama,2/17/2012 0:00,2196688.46
2,Alabama,2/24/2012 0:00,1861802.7
2,Alabama,3/2/2012 0:00,1952555.66
2,Alabama,3/9/2012 0:00,1937628.26
2,Alabama,3/16/2012 0:00,1976082.13
2,Alabama,3/23/2012 0:00,1790439.16
2,Alabama,3/30/2012 0:00,1857480.84
2,Alabama,4/6/2012 0:00,2129035.91
2,Alabama,4/13/2012 0:00,1935869.1
2,Alabama,4/20/2012 0:00,1847344.45
2,Alabama,4/27/2012 0:00,1764133.09
2,Alabama,5/4/2012 0:00,1923957.09
2,Alabama,5/11/2012 0:00,1917520.99
2,Alabama,5/18/2012 0:00,2000940.67
2,Alabama,5/25/2012 0:00,1912791.09
2,Alabama,6/1/2012 0:00,1910092.37
2,Alabama,6/8/2012 0:00,2010216.49
2,Alabama,6/15/2012 0:00,1962924.3
2,Alabama,6/22/2012 0:00,1887733.21
2,Alabama,6/29/2012 0:00,1881046.12
2,Alabama,7/6/2012 0:00,2041507.4
2,Alabama,7/13/2012 0:00,1830075.13
2,Alabama,7/20/2012 0:00,1819666.46
2,Alabama,7/27/2012 0:00,1757923.88
2,Alabama,8/3/2012 0:00,1946104.64
2,Alabama,8/10/2012 0:00,1866719.96
2,Alabama,8/17/2012 0:00,1928016.01
2,Alabama,8/24/2012 0:00,1876788.15
2,Alabama,8/31/2012 0:00,1947083.3
2,Alabama,9/7/2012 0:00,1898777.07
2,Alabama,9/14/2012 0:00,1814806.63
2,Alabama,9/21/2012 0:00,1829415.67
2,Alabama,9/28/2012 0:00,1746470.56
2,Alabama,10/5/2012 0:00,1998321.04
2,Alabama,10/12/2012 0:00,1900745.13
2,Alabama,10/19/2012 0:00,1847990.41
2,Alabama,10/26/2012 0:00,1834458.35
3,Arkansas,2/5/2010 0:00,461622.22
3,Arkansas,2/12/2010 0:00,420728.96
3,Arkansas,2/19/2010 0:00,421642.19
3,Arkansas,2/26/2010 0:00,407204.86
3,Arkansas,3/5/2010 0:00,415202.04
3,Arkansas,3/12/2010 0:00,384200.69
3,Arkansas,3/19/2010 0:00,375328.59
3,Arkansas,3/26/2010 0:00,359949.27
3,Arkansas,4/2/2010 0:00,423294.4
3,Arkansas,4/9/2010 0:00,415870.28
3,Arkansas,4/16/2010 0:00,354993.26
3,Arkansas,4/23/2010 0:00,339976.65
3,Arkansas,4/30/2010 0:00,361248.39
3,Arkansas,5/7/2010 0:00,399323.86
3,Arkansas,5/14/2010 0:00,384357.94
3,Arkansas,5/21/2010 0:00,343763.17
3,Arkansas,5/28/2010 0:00,350089.23
3,Arkansas,6/4/2010 0:00,396968.8
3,Arkansas,6/11/2010 0:00,355017.09
3,Arkansas,6/18/2010 0:00,364076.85
3,Arkansas,6/25/2010 0:00,357346.48
3,Arkansas,7/2/2010 0:00,381151.72
3,Arkansas,7/9/2010 0:00,349214.18
3,Arkansas,7/16/2010 0:00,352728.78
3,Arkansas,7/23/2010 0:00,352864.49
3,Arkansas,7/30/2010 0:00,347955.05
3,Arkansas,8/6/2010 0:00,402635.76
3,Arkansas,8/13/2010 0:00,339597.38
3,Arkansas,8/20/2010 0:00,351728.21
3,Arkansas,8/27/2010 0:00,362134.09
3,Arkansas,9/3/2010 0:00,366473.97
3,Arkansas,9/10/2010 0:00,352260.97
3,Arkansas,9/17/2010 0:00,363064.64
3,Arkansas,9/24/2010 0:00,355626.87
3,Arkansas,10/1/2010 0:00,358784.1
3,Arkansas,10/8/2010 0:00,395107.35
3,Arkansas,10/15/2010 0:00,345584.39
3,Arkansas,10/22/2010 0:00,348895.98
3,Arkansas,10/29/2010 0:00,348591.74
3,Arkansas,11/5/2010 0:00,423175.56
3,Arkansas,11/12/2010 0:00,386635.03
3,Arkansas,11/19/2010 0:00,372545.32
3,Arkansas,11/26/2010 0:00,565567.84
3,Arkansas,12/3/2010 0:00,476420.77
3,Arkansas,12/10/2010 0:00,467642.03
3,Arkansas,12/17/2010 0:00,498159.39
3,Arkansas,12/24/2010 0:00,605990.41
3,Arkansas,12/31/2010 0:00,382677.76
3,Arkansas,1/7/2011 0:00,378241.34
3,Arkansas,1/14/2011 0:00,381061.1
3,Arkansas,1/21/2011 0:00,350876.7
3,Arkansas,1/28/2011 0:00,364866.24
3,Arkansas,2/4/2011 0:00,438516.53
3,Arkansas,2/11/2011 0:00,430526.21
3,Arkansas,2/18/2011 0:00,432782.1
3,Arkansas,2/25/2011 0:00,397211.19
3,Arkansas,3/4/2011 0:00,437084.51
3,Arkansas,3/11/2011 0:00,404753.3
3,Arkansas,3/18/2011 0:00,392109.51
3,Arkansas,3/25/2011 0:00,380683.67
3,Arkansas,4/1/2011 0:00,374556.08
3,Arkansas,4/8/2011 0:00,384075.31
3,Arkansas,4/15/2011 0:00,366250.69
3,Arkansas,4/22/2011 0:00,391860.04
3,Arkansas,4/29/2011 0:00,367405.4
3,Arkansas,5/6/2011 0:00,413042.12
3,Arkansas,5/13/2011 0:00,386312.68
3,Arkansas,5/20/2011 0:00,364603.13
3,Arkansas,5/27/2011 0:00,369350.6
3,Arkansas,6/3/2011 0:00,394507.84
3,Arkansas,6/10/2011 0:00,391638.75
3,Arkansas,6/17/2011 0:00,403423.34
3,Arkansas,6/24/2011 0:00,385520.71
3,Arkansas,7/1/2011 0:00,368962.72
3,Arkansas,7/8/2011 0:00,395146.24
3,Arkansas,7/15/2011 0:00,373454.33
3,Arkansas,7/22/2011 0:00,360617.37
3,Arkansas,7/29/2011 0:00,345381.29
3,Arkansas,8/5/2011 0:00,409981.25
3,Arkansas,8/12/2011 0:00,380376.85
3,Arkansas,8/19/2011 0:00,379716.91
3,Arkansas,8/26/2011 0:00,366367.55
3,Arkansas,9/2/2011 0:00,375988.69
3,Arkansas,9/9/2011 0:00,377347.49
3,Arkansas,9/16/2011 0:00,375629.51
3,Arkansas,9/23/2011 0:00,365248.94
3,Arkansas,9/30/2011 0:00,368477.93
3,Arkansas,10/7/2011 0:00,403342.4
3,Arkansas,10/14/2011 0:00,368282.57
3,Arkansas,10/21/2011 0:00,394976.36
3,Arkansas,10/28/2011 0:00,389540.62
3,Arkansas,11/4/2011 0:00,459443.22
3,Arkansas,11/11/2011 0:00,407764.25
3,Arkansas,11/18/2011 0:00,398838.97
3,Arkansas,11/25/2011 0:00,556925.19
3,Arkansas,12/2/2011 0:00,472511.32
3,Arkansas,12/9/2011 0:00,468772.8
3,Arkansas,12/16/2011 0:00,510747.62
3,Arkansas,12/23/2011 0:00,551221.21
3,Arkansas,12/30/2011 0:00,410553.88
3,Arkansas,1/6/2012 0:00,398178.21
3,Arkansas,1/13/2012 0:00,367438.62
3,Arkansas,1/20/2012 0:00,365818.61
3,Arkansas,1/27/2012 0:00,349518.1
3,Arkansas,2/3/2012 0:00,424960.66
3,Arkansas,2/10/2012 0:00,473292.47
3,Arkansas,2/17/2012 0:00,475591.08
3,Arkansas,2/24/2012 0:00,418925.47
3,Arkansas,3/2/2012 0:00,469752.56
3,Arkansas,3/9/2012 0:00,445162.05
3,Arkansas,3/16/2012 0:00,411775.8
3,Arkansas,3/23/2012 0:00,413907.25
3,Arkansas,3/30/2012 0:00,407488.84
3,Arkansas,4/6/2012 0:00,503232.13
3,Arkansas,4/13/2012 0:00,420789.74
3,Arkansas,4/20/2012 0:00,434822.13
3,Arkansas,4/27/2012 0:00,394616.11
3,Arkansas,5/4/2012 0:00,439913.57
3,Arkansas,5/11/2012 0:00,431985.36
3,Arkansas,5/18/2012 0:00,418112.76
3,Arkansas,5/25/2012 0:00,413701.29
3,Arkansas,6/1/2012 0:00,432268.53
3,Arkansas,6/8/2012 0:00,446336.8
3,Arkansas,6/15/2012 0:00,442074.79
3,Arkansas,6/22/2012 0:00,419497.95
3,Arkansas,6/29/2012 0:00,422965.33
3,Arkansas,7/6/2012 0:00,411206.5
3,Arkansas,7/13/2012 0:00,416913.1
3,Arkansas,7/20/2012 0:00,432424.85
3,Arkansas,7/27/2012 0:00,389427.9
3,Arkansas,8/3/2012 0:00,419990.29
3,Arkansas,8/10/2012 0:00,391811.6
3,Arkansas,8/17/2012 0:00,394918.83
3,Arkansas,8/24/2012 0:00,412449.67
3,Arkansas,8/31/2012 0:00,408838.73
3,Arkansas,9/7/2012 0:00,408229.73
3,Arkansas,9/14/2012 0:00,407589.16
3,Arkansas,9/21/2012 0:00,414392.09
3,Arkansas,9/28/2012 0:00,389813.02
3,Arkansas,10/5/2012 0:00,443557.65
3,Arkansas,10/12/2012 0:00,410804.39
3,Arkansas,10/19/2012 0:00,424513.08
3,Arkansas,10/26/2012 0:00,405432.7
4,Arizona,2/5/2010 0:00,2135143.87
4,Arizona,2/12/2010 0:00,2188307.39
4,Arizona,2/19/2010 0:00,2049860.26
4,Arizona,2/26/2010 0:00,1925728.84
4,Arizona,3/5/2010 0:00,1971057.44
4,Arizona,3/12/2010 0:00,1894324.09
4,Arizona,3/19/2010 0:00,1897429.36
4,Arizona,3/26/2010 0:00,1762539.3
4,Arizona,4/2/2010 0:00,1979247.12
4,Arizona,4/9/2010 0:00,1818452.72
4,Arizona,4/16/2010 0:00,1851519.69
4,Arizona,4/23/2010 0:00,1802677.9
4,Arizona,4/30/2010 0:00,1817273.28
4,Arizona,5/7/2010 0:00,
4,Arizona,5/14/2010 0:00,1875597.28
4,Arizona,5/21/2010 0:00,1903752.6
4,Arizona,5/28/2010 0:00,1857533.7
4,Arizona,6/4/2010 0:00,1903290.58
4,Arizona,6/11/2010 0:00,1870619.23
4,Arizona,6/18/2010 0:00,1929736.35
4,Arizona,6/25/2010 0:00,1846651.95
4,Arizona,7/2/2010 0:00,1881337.21
4,Arizona,7/9/2010 0:00,1812208.22
4,Arizona,7/16/2010 0:00,1898427.66
4,Arizona,7/23/2010 0:00,1848426.78
4,Arizona,7/30/2010 0:00,1796637.61
4,Arizona,8/6/2010 0:00,1907638.58
4,Arizona,8/13/2010 0:00,2007050.75
4,Arizona,8/20/2010 0:00,1997181.09
4,Arizona,8/27/2010 0:00,1848403.92
4,Arizona,9/3/2010 0:00,1935857.58
4,Arizona,9/10/2010 0:00,1865820.81
4,Arizona,9/17/2010 0:00,a
4,Arizona,9/24/2010 0:00,1810684.68
4,Arizona,10/1/2010 0:00,1842821.02
4,Arizona,10/8/2010 0:00,1951494.85
4,Arizona,10/15/2010 0:00,1867345.09
4,Arizona,10/22/2010 0:00,1927610.06
4,Arizona,10/29/2010 0:00,1933333
4,Arizona,11/5/2010 0:00,2013115.79
4,Arizona,11/12/2010 0:00,1999794.26
4,Arizona,11/19/2010 0:00,2097809.4
4,Arizona,11/26/2010 0:00,2789469.45
4,Arizona,12/3/2010 0:00,2102530.17
4,Arizona,12/10/2010 0:00,2302504.86
4,Arizona,12/17/2010 0:00,2740057.14
4,Arizona,12/24/2010 0:00,3526713.39
4,Arizona,12/31/2010 0:00,1794868.74
4,Arizona,1/7/2011 0:00,1862476.27
4,Arizona,1/14/2011 0:00,1865502.46
4,Arizona,1/21/2011 0:00,1886393.94
4,Arizona,1/28/2011 0:00,1814240.85
4,Arizona,2/4/2011 0:00,2119086.04
4,Arizona,2/11/2011 0:00,2187847.29
4,Arizona,2/18/2011 0:00,2316495.56
4,Arizona,2/25/2011 0:00,2078094.69
4,Arizona,3/4/2011 0:00,2103455.75
4,Arizona,3/11/2011 0:00,2039818.41
4,Arizona,3/18/2011 0:00,2116475.38
4,Arizona,3/25/2011 0:00,1944164.32
4,Arizona,4/1/2011 0:00,1900246.47
4,Arizona,4/8/2011 0:00,2074953.46
4,Arizona,4/15/2011 0:00,1960587.76
4,Arizona,4/22/2011 0:00,2220600.76
4,Arizona,4/29/2011 0:00,1878167.44
4,Arizona,5/6/2011 0:00,2063682.76
4,Arizona,5/13/2011 0:00,2002362.37
4,Arizona,5/20/2011 0:00,2015563.48
4,Arizona,5/27/2011 0:00,1986597.95
4,Arizona,6/3/2011 0:00,2065377.15
4,Arizona,6/10/2011 0:00,2073951.38
4,Arizona,6/17/2011 0:00,2141210.62
4,Arizona,6/24/2011 0:00,2008344.92
4,Arizona,7/1/2011 0:00,2051533.53
4,Arizona,7/8/2011 0:00,2066541.86
4,Arizona,7/15/2011 0:00,2049046.95
4,Arizona,7/22/2011 0:00,2036231.39
4,Arizona,7/29/2011 0:00,1989674.07
4,Arizona,8/5/2011 0:00,2160057.39
4,Arizona,8/12/2011 0:00,2105668.74
4,Arizona,8/19/2011 0:00,2232892.1
4,Arizona,8/26/2011 0:00,1988490.21
4,Arizona,9/2/2011 0:00,2078420.31
4,Arizona,9/9/2011 0:00,2093139.01
4,Arizona,9/16/2011 0:00,2075577.33
4,Arizona,9/23/2011 0:00,2031406.41
4,Arizona,9/30/2011 0:00,1929486.63
4,Arizona,10/7/2011 0:00,2166737.65
4,Arizona,10/14/2011 0:00,2074548.85
4,Arizona,10/21/2011 0:00,2207742.13
4,Arizona,10/28/2011 0:00,2151659.59
4,Arizona,11/4/2011 0:00,2281217.31
4,Arizona,11/11/2011 0:00,2203028.96
4,Arizona,11/18/2011 0:00,2243946.59
4,Arizona,11/25/2011 0:00,3004702.33
4,Arizona,12/2/2011 0:00,2180999.26
4,Arizona,12/9/2011 0:00,2508955.24
4,Arizona,12/16/2011 0:00,2771397.17
4,Arizona,12/23/2011 0:00,3676388.98
4,Arizona,12/30/2011 0:00,2007105.86
4,Arizona,1/6/2012 0:00,2047766.07
4,Arizona,1/13/2012 0:00,1941676.61
4,Arizona,1/20/2012 0:00,2005097.76
4,Arizona,1/27/2012 0:00,1928720.51
4,Arizona,2/3/2012 0:00,2173373.91
4,Arizona,2/10/2012 0:00,2374660.64
4,Arizona,2/17/2012 0:00,2427640.17
4,Arizona,2/24/2012 0:00,2226662.17
4,Arizona,3/2/2012 0:00,2206319.9
4,Arizona,3/9/2012 0:00,2202450.81
4,Arizona,3/16/2012 0:00,2214967.44
4,Arizona,3/23/2012 0:00,2091592.54
4,Arizona,3/30/2012 0:00,2089381.77
4,Arizona,4/6/2012 0:00,2470206.13
4,Arizona,4/13/2012 0:00,2105301.39
4,Arizona,4/20/2012 0:00,2144336.89
4,Arizona,4/27/2012 0:00,2064065.66
4,Arizona,5/4/2012 0:00,2196968.33
4,Arizona,5/11/2012 0:00,2127661.17
4,Arizona,5/18/2012 0:00,2207214.81
4,Arizona,5/25/2012 0:00,2154137.67
4,Arizona,6/1/2012 0:00,2179360.94
4,Arizona,6/8/2012 0:00,2245257.18
4,Arizona,6/15/2012 0:00,2234190.93
4,Arizona,6/22/2012 0:00,2197299.65
4,Arizona,6/29/2012 0:00,2128362.92
4,Arizona,7/6/2012 0:00,2224499.28
4,Arizona,7/13/2012 0:00,2100252.61
4,Arizona,7/20/2012 0:00,2175563.69
4,Arizona,7/27/2012 0:00,2048613.65
4,Arizona,8/3/2012 0:00,2174514.13
4,Arizona,8/10/2012 0:00,2193367.69
4,Arizona,8/17/2012 0:00,2283540.3
4,Arizona,8/24/2012 0:00,2125241.68
4,Arizona,8/31/2012 0:00,2081181.35
4,Arizona,9/7/2012 0:00,2125104.72
4,Arizona,9/14/2012 0:00,2117854.6
4,Arizona,9/21/2012 0:00,2119438.53
4,Arizona,9/28/2012 0:00,2027620.23
4,Arizona,10/5/2012 0:00,2209835.43
4,Arizona,10/12/2012 0:00,2133026.07
4,Arizona,10/19/2012 0:00,2097266.85
4,Arizona,10/26/2012 0:00,2149594.46
5,California,2/5/2010 0:00,317173.1
5,California,2/12/2010 0:00,311825.7
5,California,2/19/2010 0:00,303447.57
5,California,2/26/2010 0:00,270281.63
5,California,3/5/2010 0:00,288855.71
5,California,3/12/2010 0:00,297293.59
5,California,3/19/2010 0:00,281706.41
5,California,3/26/2010 0:00,273282.97
5,California,4/2/2010 0:00,331406
5,California,4/9/2010 0:00,328020.49
5,California,4/16/2010 0:00,306858.69
5,California,4/23/2010 0:00,288839.73
5,California,4/30/2010 0:00,298697.84
