Store,Date,Weekly_Expenses
2,7/22/2011 0:00,562399
2,7/29/2011 0:00,460931
2,8/5/2011 0:00,472542
2,8/12/2011 0:00,644968
2,8/19/2011 0:00,318328
2,8/26/2011 0:00,551484
2,9/2/2011 0:00,334391
2,9/9/2011 0:00,652437
2,9/16/2011 0:00,345482
2,9/23/2011 0:00,620168
2,9/30/2011 0:00,300175
2,10/7/2011 0:00,555630
2,10/14/2011 0:00,504075
2,10/21/2011 0:00,359633
2,10/28/2011 0:00,357801
2,11/4/2011 0:00,427077
2,11/11/2011 0:00,592376
2,11/18/2011 0:00,524697
2,11/25/2011 0:00,644794
2,12/2/2011 0:00,461024
2,12/9/2011 0:00,404266
2,12/16/2011 0:00,635688
2,12/23/2011 0:00,519880
2,12/30/2011 0:00,436031
2,1/6/2012 0:00,392680
2,1/13/2012 0:00,547997
2,1/20/2012 0:00,319029
2,1/27/2012 0:00,667060
2,2/3/2012 0:00,370344
2,2/10/2012 0:00,377214
2,2/17/2012 0:00,537562
2,2/24/2012 0:00,599203
2,3/2/2012 0:00,357304
2,3/9/2012 0:00,449927
2,3/16/2012 0:00,376715
2,3/23/2012 0:00,476157
2,3/30/2012 0:00,537436
2,4/6/2012 0:00,409852
2,4/13/2012 0:00,692186
2,4/20/2012 0:00,485195
2,4/27/2012 0:00,544164
2,5/4/2012 0:00,523410
2,5/11/2012 0:00,351127
2,5/18/2012 0:00,431973
2,5/25/2012 0:00,413606
2,6/1/2012 0:00,527009
2,6/8/2012 0:00,654425
2,6/15/2012 0:00,467916
2,6/22/2012 0:00,421836
2,6/29/2012 0:00,656786
2,7/6/2012 0:00,322405
2,7/13/2012 0:00,367809
2,7/20/2012 0:00,639374
2,7/27/2012 0:00,459703
2,8/3/2012 0:00,387927
2,8/10/2012 0:00,642503
2,8/17/2012 0:00,684241
2,8/24/2012 0:00,449797
2,8/31/2012 0:00,615518
2,9/7/2012 0:00,434361
2,9/14/2012 0:00,645234
2,9/21/2012 0:00,576327
2,9/28/2012 0:00,422748
2,10/5/2012 0:00,455265
2,10/12/2012 0:00,657185
2,10/19/2012 0:00,685704
2,10/26/2012 0:00,359625
3,2/5/2010 0:00,308796
3,2/12/2010 0:00,550249
3,2/19/2010 0:00,451983
3,2/26/2010 0:00,537895
3,3/5/2010 0:00,527020
3,3/12/2010 0:00,634294
3,3/19/2010 0:00,512770
3,3/26/2010 0:00,494064
3,4/2/2010 0:00,529115
3,4/9/2010 0:00,448293
3,4/16/2010 0:00,571556
3,4/23/2010 0:00,664604
3,4/30/2010 0:00,475444
3,5/7/2010 0:00,676664
3,5/14/2010 0:00,593438
3,5/21/2010 0:00,535288
3,5/28/2010 0:00,646620
3,6/4/2010 0:00,450779
3,6/11/2010 0:00,609437
3,6/18/2010 0:00,408263
3,6/25/2010 0:00,697830
3,7/2/2010 0:00,384277
3,7/9/2010 0:00,520027
3,7/16/2010 0:00,436131
3,7/23/2010 0:00,645260
3,7/30/2010 0:00,464245
3,8/6/2010 0:00,510729
3,8/13/2010 0:00,514289
3,8/20/2010 0:00,546638
3,8/27/2010 0:00,524701
3,9/3/2010 0:00,583417
3,9/10/2010 0:00,374834
3,9/17/2010 0:00,524396
3,9/24/2010 0:00,479720
3,10/1/2010 0:00,392366
3,10/8/2010 0:00,447338
3,10/15/2010 0:00,335770
3,10/22/2010 0:00,529509
3,10/29/2010 0:00,477650
3,11/5/2010 0:00,624322
3,11/12/2010 0:00,493147
3,11/19/2010 0:00,603525
3,11/26/2010 0:00,332894
3,12/3/2010 0:00,645648
3,12/10/2010 0:00,424973
3,12/17/2010 0:00,380092
3,12/24/2010 0:00,393308
3,12/31/2010 0:00,515656
3,1/7/2011 0:00,458524
3,1/14/2011 0:00,363128
3,1/21/2011 0:00,630856
3,1/28/2011 0:00,481415
3,2/4/2011 0:00,467813
3,2/11/2011 0:00,553744
3,2/18/2011 0:00,505561
3,2/25/2011 0:00,481616
3,3/4/2011 0:00,586166
3,3/11/2011 0:00,412613
3,3/18/2011 0:00,533751
3,3/25/2011 0:00,501682
3,4/1/2011 0:00,343039
3,4/8/2011 0:00,417064
3,4/15/2011 0:00,612552
3,4/22/2011 0:00,584526
3,4/29/2011 0:00,625616
3,5/6/2011 0:00,564617
3,5/13/2011 0:00,698427
3,5/20/2011 0:00,649603
3,5/27/2011 0:00,470288
3,6/3/2011 0:00,407104
3,6/10/2011 0:00,449642
3,6/17/2011 0:00,527175
3,6/24/2011 0:00,587578
3,7/1/2011 0:00,499950
3,7/8/2011 0:00,357655
3,7/15/2011 0:00,646999
3,7/22/2011 0:00,325111
3,7/29/2011 0:00,559679
3,8/5/2011 0:00,324858
3,8/12/2011 0:00,553480
3,8/19/2011 0:00,698672
3,8/26/2011 0:00,387250
3,9/2/2011 0:00,634318
3,9/9/2011 0:00,573916
3,9/16/2011 0:00,332460
3,9/23/2011 0:00,508603
3,9/30/2011 0:00,570494
3,10/7/2011 0:00,472637
3,10/14/2011 0:00,450313
3,10/21/2011 0:00,585907
3,10/28/2011 0:00,381644
3,11/4/2011 0:00,443091
3,11/11/2011 0:00,307105
3,11/18/2011 0:00,554546
3,11/25/2011 0:00,435778
3,12/2/2011 0:00,366618
3,12/9/2011 0:00,618429
3,12/16/2011 0:00,372525
3,12/23/2011 0:00,436131
3,12/30/2011 0:00,356320
3,1/6/2012 0:00,698532
3,1/13/2012 0:00,521094
3,1/20/2012 0:00,534219
3,1/27/2012 0:00,499722
3,2/3/2012 0:00,527366
3,2/10/2012 0:00,428706
3,2/17/2012 0:00,474368
3,2/24/2012 0:00,678911
3,3/2/2012 0:00,551129
3,3/9/2012 0:00,323156
3,3/16/2012 0:00,345997
3,3/23/2012 0:00,513396
3,3/30/2012 0:00,483223
3,4/6/2012 0:00,346117
3,4/13/2012 0:00,336567
3,4/20/2012 0:00,555597
3,4/27/2012 0:00,660763
3,5/4/2012 0:00,538925
3,5/11/2012 0:00,639839
3,5/18/2012 0:00,418092
3,5/25/2012 0:00,402187
3,6/1/2012 0:00,326557
3,6/8/2012 0:00,593778
3,6/15/2012 0:00,575877
3,6/22/2012 0:00,517465
3,6/29/2012 0:00,645033
3,7/6/2012 0:00,457955
3,7/13/2012 0:00,318690
3,7/20/2012 0:00,597016
3,7/27/2012 0:00,675680
3,8/3/2012 0:00,622933
3,8/10/2012 0:00,513602
3,8/17/2012 0:00,566173
3,8/24/2012 0:00,549050
3,8/31/2012 0:00,632949
3,9/7/2012 0:00,585469
3,9/14/2012 0:00,365196
3,9/21/2012 0:00,650016
3,9/28/2012 0:00,682902
3,10/5/2012 0:00,520836
3,10/12/2012 0:00,308562
3,10/19/2012 0:00,546766
3,10/26/2012 0:00,648082
4,2/5/2010 0:00,314334
4,2/12/2010 0:00,592479
4,2/19/2010 0:00,641284
4,2/26/2010 0:00,529750
4,3/5/2010 0:00,351353
4,3/12/2010 0:00,343509
4,3/19/2010 0:00,326659
4,3/26/2010 0:00,529242
4,4/2/2010 0:00,537589
4,4/9/2010 0:00,536832
4,4/16/2010 0:00,405384
4,4/23/2010 0:00,674957
4,4/30/2010 0:00,507425
4,5/7/2010 0:00,480656
4,5/14/2010 0:00,410749
4,5/21/2010 0:00,332306
4,5/28/2010 0:00,348212
4,6/4/2010 0:00,653984
4,6/11/2010 0:00,514404
4,6/18/2010 0:00,442938
4,6/25/2010 0:00,570550
4,7/2/2010 0:00,423284
4,7/9/2010 0:00,641437
4,7/16/2010 0:00,473788
4,7/23/2010 0:00,620010
4,7/30/2010 0:00,479119
4,8/6/2010 0:00,674050
4,8/13/2010 0:00,645953
4,8/20/2010 0:00,688410
4,8/27/2010 0:00,568510
4,9/3/2010 0:00,407437
4,9/10/2010 0:00,471522
4,9/17/2010 0:00,583453
4,9/24/2010 0:00,472835
4,10/1/2010 0:00,642112
4,10/8/2010 0:00,311209
4,10/15/2010 0:00,407456
4,10/22/2010 0:00,610702
4,10/29/2010 0:00,530419
4,11/5/2010 0:00,365352
4,11/12/2010 0:00,326929
4,11/19/2010 0:00,673470
4,11/26/2010 0:00,627723
4,12/3/2010 0:00,637472
4,12/10/2010 0:00,386739
4,12/17/2010 0:00,559471
4,12/24/2010 0:00,549200
4,12/31/2010 0:00,533866
4,1/7/2011 0:00,689575
4,1/14/2011 0:00,569218
4,1/21/2011 0:00,551187
4,1/28/2011 0:00,365113
4,2/4/2011 0:00,529098
4,2/11/2011 0:00,524291
4,2/18/2011 0:00,604235
4,2/25/2011 0:00,491412
4,3/4/2011 0:00,529026
4,3/11/2011 0:00,432527
4,3/18/2011 0:00,337529
4,3/25/2011 0:00,488738
4,4/1/2011 0:00,546379
4,4/8/2011 0:00,605747
4,4/15/2011 0:00,581755
4,4/22/2011 0:00,663429
4,4/29/2011 0:00,302628
4,5/6/2011 0:00,456291
4,5/13/2011 0:00,558279
4,5/20/2011 0:00,321317
4,5/27/2011 0:00,548421
4,6/3/2011 0:00,583451
4,6/10/2011 0:00,450569
4,6/17/2011 0:00,671836
4,6/24/2011 0:00,430297
4,7/1/2011 0:00,549675
4,7/8/2011 0:00,319033
4,7/15/2011 0:00,359837
4,7/22/2011 0:00,419867
4,7/29/2011 0:00,576568
4,8/5/2011 0:00,693280
4,8/12/2011 0:00,469172
4,8/19/2011 0:00,337864
4,8/26/2011 0:00,430966
4,9/2/2011 0:00,373687
4,9/9/2011 0:00,591992
4,9/16/2011 0:00,511937
4,9/23/2011 0:00,582846
4,9/30/2011 0:00,609186
4,10/7/2011 0:00,419704
4,10/14/2011 0:00,302215
4,10/21/2011 0:00,581880
4,10/28/2011 0:00,634921
4,11/4/2011 0:00,429402
4,11/11/2011 0:00,329854
4,11/18/2011 0:00,649609
4,11/25/2011 0:00,680024
4,12/2/2011 0:00,325259
4,12/9/2011 0:00,535455
4,12/16/2011 0:00,593247
4,12/23/2011 0:00,526283
4,12/30/2011 0:00,465804
4,1/6/2012 0:00,345012
4,1/13/2012 0:00,595330
4,1/20/2012 0:00,318194
4,1/27/2012 0:00,487088
4,2/3/2012 0:00,656656
4,2/10/2012 0:00,382112
4,2/17/2012 0:00,466352
4,2/24/2012 0:00,510322
4,3/2/2012 0:00,375118
4,3/9/2012 0:00,642557
4,3/16/2012 0:00,462715
4,3/23/2012 0:00,562351
4,3/30/2012 0:00,349572
4,4/6/2012 0:00,601093
4,4/13/2012 0:00,563515
4,4/20/2012 0:00,624873
4,4/27/2012 0:00,498674
4,5/4/2012 0:00,573064
4,5/11/2012 0:00,420295
4,5/18/2012 0:00,464650
4,5/25/2012 0:00,391451
4,6/1/2012 0:00,622083
4,6/8/2012 0:00,342249
4,6/15/2012 0:00,635627
4,6/22/2012 0:00,657147
4,6/29/2012 0:00,393428
4,7/6/2012 0:00,361662
4,7/13/2012 0:00,605239
4,7/20/2012 0:00,325281
4,7/27/2012 0:00,382070
4,8/3/2012 0:00,368983
4,8/10/2012 0:00,640066
4,8/17/2012 0:00,623881
4,8/24/2012 0:00,366616
4,8/31/2012 0:00,404949
4,9/7/2012 0:00,394142
4,9/14/2012 0:00,480331
4,9/21/2012 0:00,387421
4,9/28/2012 0:00,630647
4,10/5/2012 0:00,333166
4,10/12/2012 0:00,639756
4,10/19/2012 0:00,635612
4,10/26/2012 0:00,584856
5,2/5/2010 0:00,580961
5,2/12/2010 0:00,325768
5,2/19/2010 0:00,532439
5,2/26/2010 0:00,355663
5,3/5/2010 0:00,454734
5,3/12/2010 0:00,623560
5,3/19/2010 0:00,614758
5,3/26/2010 0:00,682366
5,4/2/2010 0:00,688333
5,4/9/2010 0:00,685807
5,4/16/2010 0:00,464027
5,4/23/2010 0:00,657275
5,4/30/2010 0:00,320076
5,5/7/2010 0:00,335399
5,5/14/2010 0:00,561154
5,5/21/2010 0:00,342612
5,5/28/2010 0:00,505963
5,6/4/2010 0:00,685150
5,6/11/2010 0:00,517512
5,6/18/2010 0:00,501897
5,6/25/2010 0:00,336726
5,7/2/2010 0:00,405080
5,7/9/2010 0:00,452426
5,7/16/2010 0:00,548777
5,7/23/2010 0:00,419810
5,7/30/2010 0:00,436942
5,8/6/2010 0:00,368244
5,8/13/2010 0:00,413744
5,8/20/2010 0:00,392286
5,8/27/2010 0:00,576820
5,9/3/2010 0:00,567105
5,9/10/2010 0:00,687520
5,9/17/2010 0:00,626742
5,9/24/2010 0:00,318654
5,10/1/2010 0:00,453234
5,10/8/2010 0:00,641742
5,10/15/2010 0:00,331166
5,10/22/2010 0:00,450325
5,10/29/2010 0:00,533564
5,11/5/2010 0:00,394174
5,11/12/2010 0:00,309638
5,11/19/2010 0:00,475102
5,11/26/2010 0:00,569791
5,12/3/2010 0:00,667594
5,12/10/2010 0:00,678637
5,12/17/2010 0:00,592927
5,12/24/2010 0:00,405716
5,12/31/2010 0:00,397880
5,1/7/2011 0:00,365119
5,1/14/2011 0:00,490057
5,1/21/2011 0:00,661741
5,1/28/2011 0:00,448925
5,2/4/2011 0:00,307245
5,2/11/2011 0:00,618427
5,2/18/2011 0:00,527519
5,2/25/2011 0:00,545357
5,3/4/2011 0:00,398992
5,3/11/2011 0:00,646305
5,3/18/2011 0:00,348226
5,3/25/2011 0:00,373282
5,4/1/2011 0:00,371131
5,4/8/2011 0:00,351503
5,4/15/2011 0:00,652953
5,4/22/2011 0:00,357173
5,4/29/2011 0:00,486059
5,5/6/2011 0:00,491923
5,5/13/2011 0:00,480592
5,5/20/2011 0:00,412225
5,5/27/2011 0:00,420381
5,6/3/2011 0:00,696915
5,6/10/2011 0:00,642774
5,6/17/2011 0:00,571336
5,6/24/2011 0:00,403940
5,7/1/2011 0:00,393748
5,7/8/2011 0:00,405530
5,7/15/2011 0:00,673903
5,7/22/2011 0:00,350436
5,7/29/2011 0:00,611451
5,8/5/2011 0:00,480771
5,8/12/2011 0:00,645377
5,8/19/2011 0:00,664804
5,8/26/2011 0:00,427643
5,9/2/2011 0:00,473683
5,9/9/2011 0:00,377973
5,9/16/2011 0:00,587931
5,9/23/2011 0:00,370087
5,9/30/2011 0:00,523415
5,10/7/2011 0:00,510182
5,10/14/2011 0:00,414070
5,10/21/2011 0:00,450993
5,10/28/2011 0:00,333785
5,11/4/2011 0:00,615606
5,11/11/2011 0:00,538284
5,11/18/2011 0:00,468724
5,11/25/2011 0:00,541063
5,12/2/2011 0:00,388664
5,12/9/2011 0:00,311935
5,12/16/2011 0:00,672877
5,12/23/2011 0:00,545345
5,12/30/2011 0:00,515057
5,1/6/2012 0:00,616548
5,1/13/2012 0:00,452336
5,1/20/2012 0:00,305962
5,1/27/2012 0:00,345626
5,2/3/2012 0:00,534943
5,2/10/2012 0:00,336877
5,2/17/2012 0:00,652318
5,2/24/2012 0:00,425599
5,3/2/2012 0:00,650441
5,3/9/2012 0:00,634332
5,3/16/2012 0:00,542723
5,3/23/2012 0:00,328808
5,3/30/2012 0:00,389975
5,4/6/2012 0:00,304653
5,4/13/2012 0:00,496028
5,4/20/2012 0:00,517066
5,4/27/2012 0:00,535022
5,5/4/2012 0:00,393269
5,5/11/2012 0:00,332284
5,5/18/2012 0:00,409405
5,5/25/2012 0:00,464695
5,6/1/2012 0:00,350640
5,6/8/2012 0:00,407545
5,6/15/2012 0:00,341275
5,6/22/2012 0:00,554071
5,6/29/2012 0:00,666927
5,7/6/2012 0:00,653396
5,7/13/2012 0:00,699537
5,7/20/2012 0:00,599734
5,7/27/2012 0:00,303670
5,8/3/2012 0:00,620116
5,8/10/2012 0:00,509023
5,8/17/2012 0:00,670084
5,8/24/2012 0:00,354916
5,8/31/2012 0:00,566533
5,9/7/2012 0:00,431337
5,9/14/2012 0:00,653319
5,9/21/2012 0:00,692927
5,9/28/2012 0:00,604762
5,10/5/2012 0:00,457394
5,10/12/2012 0:00,677317
5,10/19/2012 0:00,351328
5,10/26/2012 0:00,542488
6,2/5/2010 0:00,352246
6,2/12/2010 0:00,314678
6,2/19/2010 0:00,485974
6,2/26/2010 0:00,310543
6,3/5/2010 0:00,648374
6,3/12/2010 0:00,399603
6,3/19/2010 0:00,444825
6,3/26/2010 0:00,368682
6,4/2/2010 0:00,623333
6,4/9/2010 0:00,607988
6,4/16/2010 0:00,480779
6,4/23/2010 0:00,369729
6,4/30/2010 0:00,502023
6,5/7/2010 0:00,428747
6,5/14/2010 0:00,546287
6,5/21/2010 0:00,475268
6,5/28/2010 0:00,422991
6,6/4/2010 0:00,545589
6,6/11/2010 0:00,384416
6,6/18/2010 0:00,593577
6,6/25/2010 0:00,381734
6,7/2/2010 0:00,583086
6,7/9/2010 0:00,658296
6,7/16/2010 0:00,433820
6,7/23/2010 0:00,476211
6,7/30/2010 0:00,385494
6,8/6/2010 0:00,304173
6,8/13/2010 0:00,467117
6,8/20/2010 0:00,441920
6,8/27/2010 0:00,493393
6,9/3/2010 0:00,303143
6,9/10/2010 0:00,636186
6,9/17/2010 0:00,544553
6,9/24/2010 0:00,644305
6,10/1/2010 0:00,348612
6,10/8/2010 0:00,461544
6,10/15/2010 0:00,357697
6,10/22/2010 0:00,525223
6,10/29/2010 0:00,559056
6,11/5/2010 0:00,408599
6,11/12/2010 0:00,630496
6,11/19/2010 0:00,358490
6,11/26/2010 0:00,689576
6,12/3/2010 0:00,658968
6,12/10/2010 0:00,424998
6,12/17/2010 0:00,630763
6,12/24/2010 0:00,457136
6,12/31/2010 0:00,555125
6,1/7/2011 0:00,419125
6,1/14/2011 0:00,550845
6,1/21/2011 0:00,635164
6,1/28/2011 0:00,617396
6,2/4/2011 0:00,477352
6,2/11/2011 0:00,348377
6,2/18/2011 0:00,548968
6,2/25/2011 0:00,424849
6,3/4/2011 0:00,350407
6,3/11/2011 0:00,387097
6,3/18/2011 0:00,367881
6,3/25/2011 0:00,594192
6,4/1/2011 0:00,398711
6,4/8/2011 0:00,648858
6,4/15/2011 0:00,591243
6,4/22/2011 0:00,517191
6,4/29/2011 0:00,422934
6,5/6/2011 0:00,331699
6,5/13/2011 0:00,373198
6,5/20/2011 0:00,596773
6,5/27/2011 0:00,480307
6,6/3/2011 0:00,512852
6,6/10/2011 0:00,373951
6,6/17/2011 0:00,394322
6,6/24/2011 0:00,426354
6,7/1/2011 0:00,454045
6,7/8/2011 0:00,648690
6,7/15/2011 0:00,666886
6,7/22/2011 0:00,303123
6,7/29/2011 0:00,444500
6,8/5/2011 0:00,681355
6,8/12/2011 0:00,368488
6,8/19/2011 0:00,637417
6,8/26/2011 0:00,495786
6,9/2/2011 0:00,493022
6,9/9/2011 0:00,488702
6,9/16/2011 0:00,656024
6,9/23/2011 0:00,351495
6,9/30/2011 0:00,670075
6,10/7/2011 0:00,680156
6,10/14/2011 0:00,464313
6,10/21/2011 0:00,605123
6,10/28/2011 0:00,686800
6,11/4/2011 0:00,697953
6,11/11/2011 0:00,634593
6,11/18/2011 0:00,352419
6,11/25/2011 0:00,437076
6,12/2/2011 0:00,475641
6,12/9/2011 0:00,511286
6,12/16/2011 0:00,456883
6,12/23/2011 0:00,611235
6,12/30/2011 0:00,413230
6,1/6/2012 0:00,353415
6,1/13/2012 0:00,348462
6,1/20/2012 0:00,675085
6,1/27/2012 0:00,314258
6,2/3/2012 0:00,310135
6,2/10/2012 0:00,408651
6,2/17/2012 0:00,602959
6,2/24/2012 0:00,643077
6,3/2/2012 0:00,548870
6,3/9/2012 0:00,503643
6,3/16/2012 0:00,330150
6,3/23/2012 0:00,377324
6,3/30/2012 0:00,363404
6,4/6/2012 0:00,581452
6,4/13/2012 0:00,658536
6,4/20/2012 0:00,398269
6,4/27/2012 0:00,594931
6,5/4/2012 0:00,584656
6,5/11/2012 0:00,316700
6,5/18/2012 0:00,556905
6,5/25/2012 0:00,356389
6,6/1/2012 0:00,510117
6,6/8/2012 0:00,321317
6,6/15/2012 0:00,379561
6,6/22/2012 0:00,658046
6,6/29/2012 0:00,420792
6,7/6/2012 0:00,538181
6,7/13/2012 0:00,625792
6,7/20/2012 0:00,560601
6,7/27/2012 0:00,358277
6,8/3/2012 0:00,376747
6,8/10/2012 0:00,327783
6,8/17/2012 0:00,643268
6,8/24/2012 0:00,681303
6,8/31/2012 0:00,423149
6,9/7/2012 0:00,325114
6,9/14/2012 0:00,519002
6,9/21/2012 0:00,572956
6,9/28/2012 0:00,460296
6,10/5/2012 0:00,369271
6,10/12/2012 0:00,531919
6,10/19/2012 0:00,317225
6,10/26/2012 0:00,403768
7,2/5/2010 0:00,336642
7,2/12/2010 0:00,570398
7,2/19/2010 0:00,666098
7,2/26/2010 0:00,673409
7,3/5/2010 0:00,551612
7,3/12/2010 0:00,642513
7,3/19/2010 0:00,351104
7,3/26/2010 0:00,346306
7,4/2/2010 0:00,459706
7,4/9/2010 0:00,391242
7,4/16/2010 0:00,525057
7,4/23/2010 0:00,383388
7,4/30/2010 0:00,470745
7,5/7/2010 0:00,370925
7,5/14/2010 0:00,536456
